S.no,Title,Video ID,Published At,Keyword,Likes,Comments,Views
527,PIKOTARO - PPAP (Pen PineappleÖ,Ct6BUPvE2sM,2016-11-02,apple,4144389,294428,425478119
528,Forget the iPhone 14 - 2023 chÖ,GAyMEqZZxWA,2022-08-22,apple,4706,321,164331
529,Apple September 6 Event LEAKEDÖ,QbVQuA25GDQ,2022-08-08,apple,4976,599,151259
530,Apple Announces Serious SecuriÖ,emANU6ca7D4,2022-08-20,apple,1111,138,189956
531,iPhone 14 - what can we expectÖ,2F3B9crtqGo,2022-08-22,apple,8520,1146,184475
532,This is the End of an Era for Ö,Byb2W8hTbik,2022-07-27,apple,13488,1181,307938
533,iPhone 14: Everything We KnowÖ,mrA6g8HjDks,2022-08-17,apple,3464,416,276221
534,Apple iPhone 14 EVENT - Apple Ö,N3odbO3RlTU,2022-08-02,apple,29026,2530,425880
535,Apple Watch Series 8 - This IsÖ,4FIMPFdROsc,2022-08-05,apple,3227,296,281839
536,iOS 16 Hands-On: Top 5 New FeaÖ,WfVF-Ec4naQ,2022-07-11,apple,274209,9651,7544821
537,Apple&#39;s iPad Revolution isÖ,xXzX0ZMMRX8,2022-08-06,apple,3362,441,142040
538,What happened with me and ApplÖ,ug_ArwfWoAo,2022-07-23,apple,17728,1841,356678
539,Apple says hackers may have exÖ,IQgSWzAMp9o,2022-08-19,apple,2707,542,169562
540,iPhone 14 Last Minute Changes Ö,z2SVnlVxWMM,2022-08-11,apple,3102,460,229928
541,What Makes Apple&#39;s New $49Ö,7rUAVcWQjso,2021-09-05,apple,38261,2271,2644603
542,Chartmaster&#39;s Apple warninÖ,oVofe7dZ5Cg,2022-08-18,apple,2254,1032,282480
543,SLOW HORSES en APPLE TVÖ,JVh6j5LvLzE,2022-08-24,apple,2374,310,29780
544,Android vs iPhone - Which is AÖ,xf2DPY3vGto,2022-06-16,apple,245113,28583,4876825
545,iPhone 14! MORE Bad News. üò°Ö,9xpri0BLLio,2022-08-17,apple,3216,392,62815
546,2022 iPhone 14 Finally RevealeÖ,Dm_x7ypFwgo,2022-07-10,apple,2839,472,228752
547,"When you Don&#39;t get Pen, PiÖ",wmOUOo3QM0U,2022-08-23,apple,2330,384,25865
548,Elon Musk&#39;s ALL NEW Phone Ö,zDiC8KexSRM,2022-08-02,apple,3908,61,174482
549,iPhone Features Apple Killed WÖ,uWJE4LtfHvQ,2022-06-21,apple,11148,814,425073
550,√â OFICIAL! IPHONE 14 CHEGA DIÖ,HOaxJU_xCiE,2022-08-23,apple,2949,272,38520
551,iPhone 14 -  Apple Doesn&#39;tÖ,NO49tLohULQ,2022-08-18,apple,1194,431,34954
552,Apple security flaw could alloÖ,Qz6vN8Hp8_o,2022-08-19,apple,416,94,43591
553,Google Engineer on His SentienÖ,kgCUn4fQTsc,2022-06-23,google,52147,13199,2343365
554,The Weirdest GOOGLE SearchesÖ,YU58UOXGrqU,2019-12-10,google,472660,37391,14296001
555,If Google Was A Guy (Full SeriÖ,Cxqca4RQd_M,2019-11-26,google,1046404,37539,34484565
556,Inside Google&#39;s Massive HeÖ,Z-pT0XDYvDM,2020-11-18,google,36387,1789,2530836
557,El Chombo - Dame Tu Cosita feaÖ,FzG4uDgje3M,2018-04-05,google,16445558,732818,4034122271
558,Android 13 vs Android 12: WhatÖ,QKI9IBB8nyE,2022-08-24,google,269,33,8064
559,Fun Google SecretsÖ,Nsbp0GQHOGc,2016-04-28,google,234520,9846,14269018
560,360¬∞ Google Dinosaur - T-REX Ö,IwUZrxaX1A0,2020-10-17,google,193174,4232,26160434
561,Never Google this word...Ö,qllLgFXbkxs,2022-05-01,google,261832,8894,8496353
562,Weird Things Spotted On GoogleÖ,wrBMkRQkRNQ,2022-04-10,google,33213,3070,2017263
563,Weird Things Spotted And CaughÖ,l-d-_NXJtww,2022-03-14,google,49192,1123,2009963
564,This AI says it&#39;s consciouÖ,xvNvj7ku5pY,2022-06-05,google,99436,19837,3934199
565,www.google.com searchÖ,e4con87R_Dk,2018-07-11,google,8383,773,9826182
566,"Pixel Watch, Pixel 7 and GooglÖ",U3DNz5asasA,2022-05-11,google,102993,6346,2568894
567,Google engineer warns new AI rÖ,BwcVm0YRvuo,2022-06-23,google,53545,17946,1711823
568,The Scariest Things Found On GÖ,OU1iQTp5r0k,2022-01-16,google,197069,5574,4676492
569,A Day In The Life Of Sundar PiÖ,JaUCiKTNBxQ,2021-08-08,google,107571,3380,6123730
570,I rejected a $360k Google job Ö,UWe4aMPAyvc,2022-06-11,google,11474,1011,374525
571,28 STRANGE Sights on Google EaÖ,njiSn2aaS88,2018-01-26,google,51098,5463,9914057
572,Things I Wish I NEVER Found onÖ,mp5WovpgGH4,2022-01-07,google,29265,1366,2006133
573,Weird Things Spotted On GoogleÖ,U-ZMQIiRfvk,2021-04-26,google,237800,20092,9277945
574,Has Google Created Sentient AIÖ,RB-O0V9djEs,2022-07-06,google,56392,11848,3457355
575,Strange Creatures Caught On GoÖ,5VdfDltntXQ,2021-10-18,google,20365,1223,1576038
576,World&#39;s *WEIRDEST* Things Ö,ZUFkVY-awuw,2021-12-02,google,38810,681,1837300
577,LIFE-SAVING GADGETS and EMERGEÖ,PPXMc0sRDn0,2021-12-19,google,88325,1460,15836037
578,SCARY THINGS FOUND ON GOOGLE EÖ,AFzLaosalgw,2021-08-25,google,100232,1563,2313225
579,TERRIFYING Things Google EarthÖ,6GU91yejwTo,2022-05-03,google,3984,293,293379
580,Did Google‚Äôs A.I. Just BecomÖ,2856XOaUPpg,2022-06-19,google,55521,9378,1325826
581,www.google.comÖ,xi8Z-BdLuLo,2017-10-25,google,2991,291,4056267
582,Talking Tech and AI with GooglÖ,n2RNcPRtAiY,2021-05-21,google,199265,10047,4012930
583,DON&#39;T GOOGLE THIS STUFFÖ,NAV2laKrDv4,2017-08-28,google,-1,18676,6515548
584,MUMEI DON&#39;T GOOGLE THATÖ,99jX8_Q_8xo,2022-08-21,google,5812,173,125307
585,Urgent: How to Adjust for GoogÖ,u987sQrDsSM,2022-08-23,google,712,101,13043
586,Cala Maria&#39;s Song but EverÖ,Z_OZ2SvqmDU,2022-08-24,google,7636,238,136526
587,Why Most Google Employees QuitÖ,IZCfP13twxk,2022-08-20,google,1099,132,28386
588,ZOMBIE GIRL ESCAPE PREGNANCY PÖ,#NAME?,2020-11-28,google,349923,4082,122994457
589,Google Pixel 7 + Pixel 7 Pro EÖ,4VIZirQzWss,2022-08-19,google,23574,3197,1033764
590,Top New Comedy Video Amazing FÖ,beKk6mEWSuA,2021-12-31,google,135952,2131,32300300
591,Google ‚Äî Year In Search 2021Ö,EqboAI-Vk-U,2021-12-08,google,169669,8630,239207161
592,Interview with Google CEO SundÖ,X7vVP7F3-wM,2022-05-12,google,48525,2810,2158052
593,Google‚Äôs Most Advanced RobotÖ,dCPHGwW9SOk,2022-08-21,google,3823,444,212395
594,How Google Search Works (in 5 Ö,0eKVizvYSUQ,2019-10-24,google,124675,5828,20026987
595,Google reports customer to polÖ,CE0EB5bXj14,2022-08-23,google,17526,2667,199416
596,How Google Maps Sent 2 Teens IÖ,N8ULG4rr5KA,2022-08-12,google,23558,1459,587218
597,Evolution Of Thomas The Tank EÖ,z-cctqMrgSE,2022-08-23,google,179,5,24650
598,DESCRIBE YOURSELF! (The S.M.A.Ö,TD81VzkLUVE,2022-08-24,interview,1011,116,34941
599,"Elon Musk talks Twitter, TeslaÖ",cdZZpaB2kDM,2022-04-14,interview,203216,17928,10786819
600,BEST Answers to the 10 Most AsÖ,qtulf_yrzR0,2020-10-08,interview,19712,484,679025
601,TOP 21 QUICK ANSWERS TO JOB INÖ,fr-mwiyhZAo,2021-08-03,interview,57500,1562,1502125
602,Elon Musk: A future worth gettÖ,YRvf00NooN8,2022-04-18,interview,155712,14340,7958011
603,Full Interview: Lady Gaga TalkÖ,zWaV_PTlCxk,2018-10-05,interview,82405,5855,7825074
604,Interview Questions and AnswerÖ,KCm6JVtoRdo,2020-10-23,interview,120513,5782,4613254
605,Gary Owen Opens Up About His DÖ,GIABy89py5A,2022-08-23,interview,14658,3373,507836
606,How to Interview for a Job in Ö,yBtMwyQFXwA,2016-01-05,interview,98688,1818,4271973
607,Director Sukumar Interview witÖ,x7sAOUnn3RA,2022-08-24,interview,1265,55,53087
608,How To Introduce Yourself In AÖ,wexzvClUcUk,2021-07-04,interview,223844,3600,5847791
609,Harry Styles - Zane Lowe &amp;Ö,3L4m5ZMzf3A,2022-05-16,interview,249384,9423,3593833
610,Tell Me About Yourself - A GooÖ,kayOhGRcNt4,2016-12-14,interview,454863,8266,22529756
611,5 Dangerous Things to Avoid SaÖ,wIjK-6Do6lg,2019-02-12,interview,116385,8881,5132684
612,TOP 7 Interview Questions and Ö,umQKkcBPL08,2018-06-10,interview,130176,8669,5923959
613,Pushpa Sukumar Exclusive InterÖ,S8XAtUfeMhM,2022-08-24,interview,469,20,19622
614,English Job Interview Dos &ampÖ,#NAME?,2021-08-03,interview,19630,515,621093
615,Tell Me About Yourself - Job IÖ,HMQlA-TIAsk,2020-09-09,interview,59933,700,2117474
616,Tell Me About Yourself - A GooÖ,5v-wyR5emRw,2019-12-25,interview,493471,10226,12382988
617,Danny DeVito Answers the Web&#Ö,M69NaqGLfwI,2022-08-24,interview,14566,725,270284
618,Saweetie Full Interview with KÖ,huVYx9kqR1A,2022-08-04,interview,32009,1605,1693731
619,Sukumar Interview With Puri JaÖ,spfR33pcvio,2022-08-24,interview,878,31,37711
620,Mob Hitman interview-John AlitÖ,rqNvJd5ORKo,2022-06-24,interview,16414,3694,782934
621,Top Interview Tips: Common QueÖ,HG68Ymazo18,2020-01-03,interview,38397,780,3114396
622,Leon Edwards‚Äô Emotional FirsÖ,VBFvRLyvDqU,2022-08-22,interview,14211,2341,409554
623,11 SMART things to SAY in an IÖ,Gm0VRaAqcOs,2021-12-20,interview,15576,488,427945
624,Interview-Flop: √ñVP-InnenminiÖ,vZaxwblyWkU,2022-08-24,interview,189,62,7487
625,‡∞á‡∞¶‡∞ø ‡∞ï‡∞¶‡∞æ ‡∞Æ‡∞®‡∞ï‡Ö,VyCDkZBYGjM,2022-08-24,interview,1827,98,120365
626,How to Answer Behavioral InterÖ,IV30jAw7dxA,2019-11-21,interview,33967,805,1187250
627,How to NOT be Nervous in Job IÖ,9FSSu8Ix0PA,2020-05-13,interview,14030,586,544895
628,President Joe Biden Visits JimÖ,ZEtPV-qvLe8,2022-06-09,interview,76431,48673,3463977
629,10 Common Job Interview QuestiÖ,rXZMlyR1Fbw,2020-05-13,interview,7850,124,240428
630,Lil Durk - No Interviews (OffiÖ,lGIG3dpMXEI,2022-03-11,interview,97646,2095,8339001
631,US Citizenship Interview 2022 Ö,4CDX8-Ci17o,2022-08-23,interview,97,21,4976
632,Top 30 Interview Questions - FÖ,B_LmCruLjis,2019-06-11,interview,37455,1700,2199261
633,Lil Durk Speaks Out About YounÖ,cR6YDEiptyQ,2022-04-02,interview,16646,2556,1010630
634,Gang Member interview-BaldacciÖ,pdZ6rEpfjzM,2022-03-08,interview,19583,3427,1686785
635,TOP 5 HARDEST INTERVIEW QUESTIÖ,WOHFlwYV210,2022-02-16,interview,22624,504,565863
636,The Dan Bilzerian Interview: SÖ,H8KXz2aFMNE,2022-06-07,interview,17160,3193,1118396
637,[SFM] An Interview with FoxyÖ,6BDqTtQ6byg,2021-09-28,interview,316652,16002,5850945
638,Ku Klux Klan Member interview-Ö,WN6Sb4SrK4c,2020-06-28,interview,52635,41229,2884100
639,"NLE Choppa on Beef with Vlad, Ö",_EPs8HcCOiM,2022-08-22,interview,978,178,92841
640,New interview of Emma Watson wÖ,mWSVB7FMmoE,2017-02-17,interview,25287,993,1545582
641,Why Casemiro Is The PERFECT TrÖ,TtGEf_3xhA4,2022-08-24,interview,1500,191,44809
642,Elon Musk Reveals His KnowledgÖ,fXS_gkWAIs0,2022-08-05,interview,212578,27929,10730641
643,The Sleazy World Go Interview:Ö,xAiogA2S3dw,2022-07-26,interview,2936,757,195618
644,Ray J Talks Justin Bieber BeefÖ,_zxhBau3IU8,2022-08-23,interview,15301,2516,520431
645,Mossbag Interview: KickstarterÖ,JgOW7_3mszg,2022-08-24,interview,242,28,2587
646,50 Cent Talks &quot;Tycoon HouÖ,yTqafU2dWeg,2022-08-12,interview,52335,5602,2399810
647,"Boosie on NBA YoungBoy, TerranÖ",mq-t7zw4WKA,2022-08-17,interview,5512,866,411015
648,How the Great Pyramids were BuÖ,gQSdNZGUgIU,2022-08-23,history,1449,332,70483
649,ALIENS THREATEN GLOBAL INVASIOÖ,eO1ElsB6FzY,2022-08-24,history,6002,2147,305772
650,"The Mystery Of The 2,000,000 YÖ",PyAM4wFHR08,2022-08-23,history,2644,427,127748
651,What Happened Immediately AfteÖ,UzAzytHg5Yk,2022-08-24,history,5762,778,132646
652,One Direction - History (OfficÖ,yjmp8CoZBIo,2016-01-26,history,5400589,434688,434352213
653,Rich Brian - History (OfficialÖ,6DrNC-xQcGs,2018-10-10,history,738439,23522,66368842
654,One Direction - History (LyricÖ,p762wXX2clM,2020-07-29,history,96563,1586,8946712
655,8 Things People get Wrong abouÖ,dDzp4YXpzLk,2022-08-24,history,8912,1238,164869
656,5 &quot;Shocking&quot; Events Ö,Dr9SQF9VP1Y,2022-08-23,history,1542,97,39193
657,Discover the Secrets of AncienÖ,9cdUxZuarL0,2020-08-30,history,41389,3668,10275325
658,The True Ancient Origins Of ThÖ,olTClLF9JuQ,2022-06-19,history,31479,5070,2468059
659,"history of the entire world, iÖ",xuCn8ux2gbs,2017-05-10,history,5471653,395657,147339243
660,The Rise And Fall Of The PiratÖ,pX7F-Hxvr80,2022-05-31,history,10415,621,1045028
661,The Rise Of Emperor Napoleon BÖ,uC8TK7GH85o,2022-07-17,history,5424,555,293213
662,Engineering an Empire: AncientÖ,gzse_FxSmqU,2020-07-19,history,10380,496,1695814
663,The Entire History of the AkkaÖ,Q-mAWItV2q0,2021-09-08,history,47683,2407,5399988
664,35 Rare Shocking and HeartbreaÖ,#NAME?,2022-08-23,history,160,10,8135
665,The Trojan War: Myth vs. RealiÖ,k41dlyRQsBs,2022-08-13,history,1507,86,95369
666,„ÄäHIStory1-ÁùÄÈ≠î„ÄãEP1 ÈÅ≠ÂàÖ,muFV-ismkAA,2018-04-25,history,26849,1293,2666406
667,The History Of Earth&#39;s FivÖ,#NAME?,2022-04-13,history,11595,2294,1487029
668,Why did Britain Attack the GreÖ,ZBDLEROHj9E,2022-08-20,history,14800,1070,280369
669,Year 536 Was the Worst Year toÖ,s3YTfhJmh1I,2020-03-11,history,213630,18062,9024180
670,The Entire History of Viking BÖ,J9DwXeAtWrs,2022-04-06,history,16874,1248,1687706
671,Why Alexander The Great Is TheÖ,a2a4oR0ZUYE,2020-03-11,history,72348,7260,3046581
672,The Man Who Accidentally KilleÖ,IV3dnLzthDA,2022-04-22,history,702117,41105,22100487
673,10 MYSTERIOUS Historical PlaceÖ,0GbJ3dciyO4,2022-08-23,history,1811,48,79531
674,5 Unexplained Historical MysteÖ,UUNFQNiU2GM,2022-02-22,history,9669,458,1008972
675,The Animated History of SwedenÖ,_i54q6j3rtc,2022-04-22,history,20363,919,708445
676,America Unearthed: Lost RelicsÖ,XueMKFSbVcA,2020-11-30,history,12009,2041,1135106
677,History of AbominationÖ,TvVdIHTVog0,2022-08-23,history,4066,174,72885
678,Greatest Last Stands In HistorÖ,_aEJIUnxcrc,2022-05-02,history,20018,726,821480
679,The Real History of Slavery - Ö,Vx0xhwzdLl8,2021-05-20,history,56485,10299,5464252
680,Ten Minute History - The VikinÖ,ExvEIOWB-H0,2019-01-28,history,29974,1394,1453787
681,How Did Ancient People Learn TÖ,bwQwSBlaHxQ,2022-08-09,history,1313,138,51321
682,The History Of Chess: A ReflecÖ,kkOweffr3II,2022-08-21,history,2546,173,51885
683,Deadliest Battle in History: SÖ,putm_kpZW4Y,2021-12-17,history,66783,4911,2040877
684,TOP SECRET GOVERNMENT CONSPIRAÖ,lGKomk6NwmE,2022-07-02,history,9165,1094,649114
685,What Was The Worst Time to Be Ö,B2-aQ26Sk48,2021-10-20,history,144074,5273,6037721
686,20 Creepiest Coincidences in HÖ,SK6OoHWI_W4,2020-12-12,history,89572,4084,4562145
687,Meet the Man Responsible for tÖ,dW_ekZRGalk,2022-07-10,history,15858,1995,568816
688,Megiddo 1457 BC  - Oldest BattÖ,bf-SUOCqbrI,2022-06-19,history,27854,1536,962507
689,Nostradamus Effect: The Third Ö,E8epmFE25xY,2022-08-01,history,11841,2787,482392
690,What It Was Like to Be a MentaÖ,j1hkwWi1YxM,2021-06-16,history,32884,2505,1296777
691,The Wild West Was As Wild As YÖ,h3E_32JEjtw,2022-08-19,history,5931,469,146774
692,Why Did Prehistoric People MakÖ,RsO9CiC57Mw,2022-08-23,history,385,44,11745
693,Most EVIL Kings in History!Ö,BRXE6R8FYw4,2022-07-29,history,2229,173,70762
694,HUSTLANG Robber - HIS STORY (MÖ,399s6qrSbgs,2022-01-15,history,29014,1356,2295412
695,TOP 4 INSANE ALIEN ENCOUNTERS Ö,gEl4A0G3poQ,2022-08-20,history,8731,954,502221
696,HOW THE WORLD TURNED ON THIS DÖ,O4ju5QDfqCM,2022-08-23,history,1027,111,6640
697,The Part of History You&#39;veÖ,j4kI2h3iotA,2022-04-04,history,126726,20122,2453529
698,How and Why We Read: Crash CouÖ,MSYw502dJNY,2012-11-15,literature,56906,6168,4231789
699,What is Literature for?Ö,4RCFLobfqcw,2014-09-18,literature,15425,471,920846
700,LITERATURE - Fyodor DostoyevskÖ,MMmSdxZpseY,2016-05-27,literature,66550,2778,2609123
701,An introduction to the disciplÖ,xz9rfDm1Wr4,2016-04-14,literature,3112,69,146080
702,How Literature Can Change YourÖ,mvkRT0_Un_4,2020-01-07,literature,3429,82,101986
703,Ola Runt - Literature (OfficiaÖ,MGyvlLR2a0c,2021-04-30,literature,3251,159,157525
704,LITERATURE - Virginia WoolfÖ,d1W7wqXD_b0,2015-09-18,literature,24425,662,994999
705,&quot;What is Literature?&quotÖ,qvbMNIViMq4,2022-01-03,literature,275,30,9780
706,LITERATURE - James JoyceÖ,1SuHkY2wAQA,2016-08-05,literature,17610,918,956340
707,LITERATURE - GoetheÖ,zNEpojtXotE,2016-01-15,literature,34870,1370,1453590
708,Philosophy and Literature withÖ,pBG10XnxQaI,2017-09-18,literature,859,38,39944
709,Mining literature for deeper mÖ,eREopphW5Bw,2013-05-31,literature,3172,88,257199
710,LITERATURE: Franz KafkaÖ,g4LyzhkDNBM,2016-04-22,literature,62103,2458,2027462
711,Where to start with classic liÖ,RqRLC4vnJEc,2021-03-17,literature,27277,846,507103
712,LITERATURE: Leo TolstoyÖ,Lr6DYLBkyG0,2016-02-05,literature,34040,1178,1466906
713,11 Of The Most Beautiful SenteÖ,EuxyQgS-Hu0,2015-11-06,literature,47644,3556,1061608
714,Why I chose to study literaturÖ,vv_N_vK3OJw,2021-11-05,literature,4748,135,47619
715,LITERATURE - Jane AustenÖ,LIYiThAyY8s,2015-10-09,literature,14691,349,719270
716,Literature in the Victorian ErÖ,nllDcnfoH5A,2020-04-17,literature,3408,58,140607
717,LITERATURE - Charles DickensÖ,N9dB9BZWDBU,2016-06-17,literature,15399,613,896227
718,Literary Genres and Subgenres Ö,oarGRayak5o,2017-06-11,literature,10877,428,739507
719,What a first year english majoÖ,gzeDQDbJMAU,2020-09-09,literature,27439,792,604827
720,10 *actually good* classic litÖ,Jw7kdOK2qUM,2021-08-24,literature,36272,800,518790
721,(Lyrics) Literature - Opening Ö,7u9MtqfcWaU,2020-10-09,literature,6686,292,439103
722,A Day in the Life of a LiteratÖ,qg8E-rdG6W4,2016-11-15,literature,3312,178,91932
723,The Mistake People Make When RÖ,WcMWPIK0ysk,2020-03-25,literature,4407,170,68989
724,LITERATURE - VoltaireÖ,LAzKGkTIKpg,2016-05-13,literature,33744,1281,1804121
725,WHAT IS LITERATURE?Ö,BzQCxasdUvg,2020-05-10,literature,1449,89,58621
726,10 ESSENTIAL Easy Reads of WesÖ,T2GIretcN_g,2022-03-01,literature,4439,565,67276
727,How to Write a Literature ReviÖ,TdJxY4w9XKY,2017-03-27,literature,32043,2960,1713463
728,LITERATURE REVIEW: Step by steÖ,Vc_Yu_61Ymg,2021-03-14,literature,10524,403,311071
729,How to Write a Literature ReviÖ,zIYC6zG265E,2020-04-03,literature,30633,610,1707883
730,LITERATURE - George OrwellÖ,kvXU3vzHq8E,2016-11-25,literature,48535,2309,1912405
731,Shakespeare vs Milton: The KinÖ,IskEx0tgoo4,2014-07-08,literature,5449,533,596680
732,"A Long and Difficult Journey, Ö",MS4jk5kavy4,2014-02-27,literature,47782,3410,3330650
733,An adjunct explains why literaÖ,TpE8TiN8HyY,2018-08-30,literature,356,13,14593
734,Majo no Tabitabi: The Journey Ö,N1Vdi3c7uhc,2020-11-07,literature,131,3,7966
735,‰∏äÁî∞È∫óÂ•à„Äå„É™„ÉÜ„É©„ÉÅ„É•Ö,ufLKDNlLrAQ,2020-10-02,literature,33130,1294,2792013
736,Magical Realism In 6 Minutes: Ö,UI9I2p71ct0,2021-05-28,literature,2459,162,72310
737,What is a Literature Review? EÖ,KkAnKGuX7fs,2020-03-25,literature,7530,129,646913
738,why study literature // what yÖ,CJmNsmS1mlY,2021-03-09,literature,842,66,18837
739,How to write a literature reviÖ,rnHvO5aRXq0,2018-04-04,literature,4721,181,391796
740,Kumail Nanjiani Plays &quot;TwÖ,cjNJs5v0WEs,2014-04-09,literature,13526,326,1048396
741,Writing the Literature Review Ö,2IUZWZX4OGI,2010-06-28,literature,11675,1228,1550802
742,The Literature ReviewÖ,jKL2pdRmwc4,2010-05-18,literature,2766,224,441183
743,Grey LiteratureÖ,sidEpKTtw8M,2020-04-21,literature,48,1,2847
744,Jacquees - B.E.D.Ö,ul1H_p_FeaA,2017-04-17,bed,1121873,23969,145167323
745,Jacquees - B.E.D. (Audio)Ö,O3H57UrX4MM,2017-02-15,bed,79639,921,10792977
746,J. Holiday - Bed (Official MusÖ,82t_UOMHPJY,2007-07-16,bed,515049,16568,78137822
747,Nicki Minaj - Bed ft. Ariana GÖ,zxtl5ExJmag,2018-07-07,bed,1499298,75048,94340456
748,Joel Corry x RAYE x David GuetÖ,mD2a9YzKV3w,2021-03-05,bed,157924,2760,29657435
749,Joel Corry x RAYE x David GuetÖ,8mOPFGfJ5WQ,2021-02-26,bed,121553,1171,26260197
750,Jacquees - B.E.D. (Remix) ft. Ö,Oyo3tNlamDw,2017-08-16,bed,340686,8853,35695760
751,jacquees - B.E.D. (Lyrics) | NÖ,IlRN5v5k5SY,2021-03-31,bed,6626,64,401678
752,Powfu - death bed (coffee for Ö,jJPMnTXl63E,2020-04-01,bed,7786057,195769,524709805
753,J Holiday - BedÖ,uAwPjFq1W4s,2007-12-11,bed,119272,3743,26826274
754,B.E.D. | sped upÖ,Z2liyRt1bQM,2021-10-12,bed,23477,309,1345689
755,Nicki Minaj - Bed ft. Ariana GÖ,1oONLOsajCA,2018-06-15,bed,4644,63,392314
756,Rotimi - In My Bed (Official VÖ,3Dg1CT31_uw,2020-09-17,bed,789062,14192,58921922
757,Young Money - Bed Rock (OfficiÖ,Ha80ZaecGkQ,2009-12-16,bed,1430457,84188,321977550
758,Jacquees - B.E.D. (Lyrics) [HDÖ,ov-duXb7llk,2017-02-16,bed,1158,19,85052
759,Chris Brown - Wet the Bed (AudÖ,Q_ljNRC8qqM,2011-09-28,bed,361395,9234,50358797
760,"Joel Corry, RAYE &amp; David GÖ",OBeDns9Qto8,2021-02-25,bed,17286,277,1603229
761,Overnight in the World&#39;s TÖ,qcfcvkg0VX8,2022-04-09,bed,85527,1347,6055668
762,OVERNIGHT IN THE WORLD&#39;S MÖ,1EX3OPwzCJU,2022-06-21,bed,203103,5814,6644534
763,Powfu - Death Bed (Lyrics) ft.Ö,u99AklNGpyc,2020-03-14,bed,1301198,40137,98559845
764,Bon Jovi - Bed Of Roses (OfficÖ,NvR60Wg9R7Q,2009-06-17,bed,1072689,37571,302125099
765,Bunk Bed for Triplets / EmeralÖ,MbQytfUd-lc,2022-08-23,bed,2122,36,164940
766,Rotimi - In My Bed (Audio) (feÖ,kMVqXKkvFFw,2019-12-13,bed,397142,6354,49183640
767,Jacquees - B.E.D. (Remix)Ö,pMPEd48ktlQ,2018-09-30,bed,2206,30,157632
768,Secret Hidden BED Entrance to Ö,whlWz4LZaBk,2021-06-25,bed,130796,4106,9493733
769,jacquees - b.e.d. (sped up)Ö,Q7a2gKchVlc,2022-01-03,bed,6366,54,302407
770,Bed Bath &amp; Beyond is a &#3Ö,k05LqUEb07E,2022-08-24,bed,25,26,4454
771,Why Investors are Angry About Ö,WQkl1utfHVM,2022-08-20,bed,5716,687,153064
772,bedÖ,s3EISTf1prk,2021-08-18,bed,287759,10036,4288625
773,Saint Punk - Empty Bed [MonsteÖ,dK2FJQX24Io,2021-01-21,bed,57666,2683,2966344
774,LAST TO LEAVE THE BED!!Ö,7TVOSA2Jau8,2021-07-18,bed,362022,10409,11440455
775,Rihanna - California King BedÖ,nhBorPm6JjQ,2011-05-07,bed,1171433,61344,308501014
776,B.E.D (sped up &amp; pitched)Ö,igg4TWRL0M8,2021-12-09,bed,16578,119,1088318
777,HOW TO STYLE A BED LIKE A DESIÖ,XuUoGFEkutk,2021-11-21,bed,26215,959,693153
778,Chris Brown - To My Bed (AudioÖ,eCUqsfjdHkA,2017-10-31,bed,232336,3681,33227408
779,I had an UNBREAKABLE BED in RoÖ,I49o9lfftcI,2022-06-07,bed,6201,314,467835
780,I built a FAKE Bed Defense in Ö,GlsFxbhWOS8,2021-06-27,bed,135484,4557,5301271
781,I Cheated in Hide and Seek UsiÖ,MsqxwdWI6nE,2022-05-12,bed,153490,12872,5637132
782,J. Holiday BedÖ,vcmv3tfuk9I,2020-10-02,bed,288,8,20076
783,Dru Hill - In My Bed (OfficialÖ,_Ixip0K2r10,2010-09-29,bed,144517,4933,19210396
784,Quadruplets Build Bunk Bed! / Ö,XR2mKfAfL20,2022-08-18,bed,35503,974,1206538
785,We Build a Bunk Bed For TripleÖ,GkKDCgjHIOk,2022-04-25,bed,74840,1286,9224408
786,Amy Winehouse - In My BedÖ,xdi_yuSgQw8,2009-12-23,bed,160501,6539,46251795
787,Chris Brown - To My Bed (OfficÖ,VfVmCnCP7Mg,2018-06-21,bed,394837,13938,42257995
788,Trolling ANGRY OLD MEN On ZoomÖ,S0bzWMOXqy0,2022-08-23,trolling,3075,225,42648
789,TROLLING SALTY KIDS in GTA 5 RÖ,iUaMRSfty5Q,2022-08-23,trolling,24505,1085,426409
790,trolling salty roleplayers on Ö,EEZ11G20VHM,2022-08-24,trolling,7364,653,100979
791,I GIRL Voice Trolled Andrew TaÖ,1H53kTcP1no,2022-08-23,trolling,12928,1001,109363
792,Trolling A Protest With ABSURDÖ,d4v0E7kkaVQ,2021-01-07,trolling,125907,15131,1425150
793,Trolling Zoom Classes....But IÖ,fdkZJtBPIsY,2021-09-12,trolling,251667,6894,7433726
794,Trolling Zoom Classes....But IÖ,69P0Det2tew,2022-03-26,trolling,28773,780,928704
795,Omegle Trolling... But I&#39;mÖ,oiYLGI0zsXU,2022-04-18,trolling,319390,7746,3433953
796,I Trolled the WHOLE SERVER witÖ,CzzKaMWA_xE,2022-05-21,trolling,28453,603,743338
797,TROLLING LIBERALS ON PRIDE MONÖ,qp_UHmCaYOo,2022-07-11,trolling,2464,296,57850
798,Trolling The Kid That Stole MyÖ,9c6MIBV1OpM,2022-06-16,trolling,27780,1518,960994
799,Trolling Neckbeards of 1942 GeÖ,jwhin6j3LbM,2022-03-07,trolling,32006,2924,534114
